Nom,Téléphone,Site Web,Adresse,Note Google,Nombre d'avis,Région,Latitude,Longitude
Architecte d'Intérieur Saint-Étienne｜Alexie Charvolin,06 40 33 80 93,https://www.bonheurdanslhabitat.fr/,"17 Pl. du Bicentenaire, 42100 Saint-Étienne, France",5,28,LYON,,
Or Construction & Rénovation - Entreprise rénovation Annecy,07 67 88 59 46,http://www.or-construction-renovation.fr/,"7 Rue de Narvik, 74000 Annecy, France",5,28,LYON,,
VI2A SARL,04 72 25 87 92,http://www.vi2a-constructions.fr/,"50 Chem. des Bruyères, 01360 Béligneux, France",5,28,LYON,,
Couleur nude - Studio de décoration d'intérieur,06 24 05 13 58,https://www.couleurnude.fr/,"299 Chem. de Bellevue, 69280 Marcy-l'Étoile, France",5,28,LYON,,
Couvreur (69) Henri rénovation,06 58 17 05 01,http://henri-renovation.com/,"1 Pl. Pierre-Marie Durand, 69210 L'Arbresle, France",5,28,LYON,,
Marjolaine Berthet Interior Design • Architecte d'Intérieur • Lyon,06 70 29 72 92,https://www.marjolaineberthet.fr/,"9 Rue de l'Épée, 69003 Lyon, France",5,27,LYON,,
Symbiose Rénovation / Carole Dureau Architecte D.E,,http://www.symbioserenovation.com/,"10 Av. de la Terrasse, 69310 Oullins-Pierre-Bénite, France",5,27,LYON,,
Volumes et Création,06 64 74 44 39,http://www.volumesetcreation.com/,"25 Rue des Granges, 69890 La Tour-de-Salvagny, France",5,27,LYON,,
2AR Architectes,06 51 39 63 26,https://www.2ar.archi/,"332 Chem. du Montellier, 69390 Charly, France",5,26,LYON,,
ATELIER 423 - Architecte d'Intérieur,06 62 38 39 67,https://www.atelier423.fr/,"17 Av. de la Libération, 42400 Saint-Chamond, France",5,26,LYON,,
Anaka - rénovation clé en main,04 56 22 36 77,https://atelier-anaka.fr/,"9 Rue de la Chaumière, 38500 Voiron, France",5,26,LYON,,
Mégane Estival/Architecte d'intérieur,06 20 10 04 05,https://estivalmegane.fr/,"80 Bd Lavoisier, 63000 Clermont-Ferrand, France",5,26,LYON,,
La Maison Des Travaux,06 60 36 40 75,https://moutiers.lamaisondestravaux.com/,"63 Av. des Thermes, 73600 Salins-Fontaine, France",5,26,LYON,,
MC Management & Construction,06 70 45 21 84,http://www.management-construction.com/,"3100 Av. des Vallées, 74300 Thyez, France",5,26,LYON,,
CGM Cathébras Architectes Associés,04 77 32 04 04,https://www.cgmarchitectes.fr/,"145 Rue de la Montat, 42100 Saint-Étienne, France",5,25,LYON,,
Karen RAF - Architecte d'intérieur,06 45 51 20 55,https://www.architecte-interieur-decorateur.fr/,"138 Bd de Brou, 01000 Bourg-en-Bresse, France",5,25,LYON,,
Unique Intérieur - Architecte d'intérieur,04 28 29 04 03,https://unique-interieur.com/,"73 Rue Victor Hugo, 69370 Saint-Didier-au-Mont-d'Or, France",5,25,LYON,,
"C'LID Intérieure Eloïse PORTMANN- Architecture intérieure, conseils et rénovation",06 44 69 44 06,https://www.clidinterieure.fr/,"6 D50, 69690 Courzieu, France",5,25,LYON,,
Architecte - Géraldine THOMAS,06 98 81 99 79,http://www.architectegthomas.com/,"22 Rue Anatole France, 01100 Oyonnax, France",5,25,LYON,,
Décorateur intérieur et Peintre en décor Haute-Savoie | Damien Jore,06 19 57 71 39,http://damienjore.fr/,"36 Chem. des Mousserons, 74380 Cranves-Sales, France",5,25,LYON,,
Dam'Nature,06 74 47 87 95,http://www.dam-nature74.fr/,"1204 Rte d'Orange, 74800 La Roche-sur-Foron, France",5,25,LYON,,
Studio Mahaut | Architecture d'intérieur Pays de Gex,07 83 01 78 91,http://www.studiomahaut.com/,"70 Rue Louis et Auguste Lumière, 01630 Saint-Genis-Pouilly, France",5,25,LYON,,
GOUNON CONCEPTION - Maître d'œuvre,06 25 03 90 86,http://gounon-conception.fr/,"26 Av. Jean Claude Dupau, 07250 Le Pouzin, France",5,25,LYON,,
LB Home Design - Lorette brouty - Architecte d'intérieur Lyon,06 42 98 20 21,https://lb-home-design.com/,"190 Rue Cuvier, 69006 Lyon, France",5,24,LYON,,
Casa Studio Rénovation,07 88 85 65 42,https://www.linkedin.com/in/augustin-rocher-364624296?utm_source=share&utm_campaign=share_via&utm_content=profile&utm_medium=ios_app,"34 Quai du Dr Gailleton, 69002 Lyon, France",5,24,LYON,,
KS RENOVATION - GROUPE OBEKA,04 22 97 61 43,https://www.groupe-obeka.fr/renovation-interieure-exterieure.php?utm_medium=referral&utm_source=gmb&utm_campaign=lnk-gmb,"24 Rue Paul et Marc Barbezat, 69150 Décines-Charpieu, France",5,24,LYON,,
Genèse Architectures Claude Mariano Architecte,07 81 41 28 23,http://www.genesearchitectures.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=9075890519679420195,"7 Rue de la Gare Espace ChloroFEEL, 69330 Meyzieu, France",5,23,LYON,,
KD RENOVATION INTERIEUR DECINES CHARPIEU,06 51 05 28 12,https://kdfrancerenovation.fr/,"164 Av. Jean Jaurès, 69150 Décines-Charpieu, France",5,23,LYON,,
Paysagiste pour particuliers et entreprises | Jaca Paysage,06 22 13 15 40,https://jaca-paysage.fr/,"508 Rte de Sain-Bel, 69210 L'Arbresle, France",5,23,LYON,,
ARCANNE • Architecture & Décoration d'Intérieur / Rénovation,06 23 82 40 10,https://www.arcanne-designer.com/,"16 Pl. Victor Hugo, 42300 Roanne, France",5,23,LYON,,
CREHABITAT,07 55 93 48 34,https://www.amo-crehabitat.fr/,"28 Rue du Commerce, 63200 Riom, France",5,23,LYON,,
Alb Renov,07 53 56 86 27,https://www.alb-renov.com/,"40 Rue de Bruxelles, 69100 Villeurbanne, France",5,22,LYON,,
Pauline Déco,07 70 77 73 74,https://www.paulinedeco.com/,"235 Av. Alsace Lorraine, 73000 Chambéry, France",5,22,LYON,,
Atari la compagnie des artisans,06 67 74 12 19,https://www.atari-compagnie-artisans.fr/?utm_source=Google&utm_medium=My%20Business,"14 Rue du Jura, 74160 Saint-Julien-en-Genevois, France",5,22,LYON,,
"Perspectiv' Interieur /By Gwenaëlle CLAUDET, Architecture et décoration d'intérieur",06 30 39 05 28,https://perspectiv-interieur.com/,"26 Rue Colonel Dumont, 38000 Grenoble, France",5,21,LYON,,
Studio Fiona Scuitti - Décoration d'intérieur & Rénovation depuis 2018,06 49 63 67 02,http://www.madecoratricedinterieur.com/,"88 Rte des Quarts, 74000 Annecy, France",5,21,LYON,,
Audrey Simon architecte d'interieur,06 88 29 69 30,http://www.audreysimon.fr/,"12 Rue de Crussol, 07130 Saint-Péray, France",5,21,LYON,,
Bourg Construction,06 15 55 03 00,https://www.facebook.com/122098976996003026?utm_source=gmb,"7 Rue Georges Courteline, 01000 Bourg-en-Bresse, France",5,21,LYON,,
Mon Conseil Travaux,07 68 15 67 01,https://monconseiltravaux.fr/,"22 Rue Antoine Lumière, 69150 Décines-Charpieu, France",5,21,LYON,,
La Maison Des Travaux,06 58 63 21 53,https://vienne.lamaisondestravaux.com/,"1 Pl. Edmond Budillon, 38790 Saint-Georges-d'Espéranche, France",5,21,LYON,,
MH INTERIOR - Iréné Lopez | Architecte d’intérieur Briançon,06 24 82 19 22,https://www.mh-interior.fr/decorateur-paca/decorateur-architecte-dinterieur-briancon-05/,"Rue Chp de Mars, 05100 Briançon, France",5,21,LYON,,
illiCO travaux,07 64 45 21 76,https://www.illico-travaux.com/agence/illico-travaux-saint-marcellin/?utm_campaign=gmb-gmb150107220&utm_medium=site-internet-illico-travaux0&utm_source=gmb0,"5 Pl. Lacombe Maloc, 38160 Saint-Marcellin, France",5,21,LYON,,
Créateurs d'intérieur Lyon,01 48 04 76 36,https://www.architectes-interieur-lyon.com/,"99 Boulevard des Belges, 69006 Lyon, France",5,20,LYON,,
NOESIS Architectes d'intérieur,06 26 20 89 62,http://www.archi-noesis.fr/,"20 Av. de Novel, 74000 Annecy, France",5,20,LYON,,
ELDO MAITRISE D'OEUVRE - Maitre d'œuvre pour rénovation de maisons et suivi de travaux entre VIENNE et ANNONAY,04 83 43 33 52,https://www.eldo-mo.fr/,"4 Impasse du giratoire, 38550 Clonas-sur-Varèze, France",5,20,LYON,,
ED BATT | Renovation 69,07 64 24 89 27,https://www.renovation-edbatt.fr/,"19 Rue des Mimosas, 69330 Meyzieu, France",5,20,LYON,,
AMA Construction et Rénovation,06 50 55 63 01,https://ama-renovation.fr/,"42 Chem. du Moulin Carron, 69130 Écully, France",5,20,LYON,,
Rodriguez père & fils couvreur zingueur à lyon et ses alentours toiture rénovation fuite velux 69 rhône,07 88 98 17 31,http://rodriguezperefils.fr/,"37 Chem. De Chapoly, 69540 Irigny, France",5,20,LYON,,
R&D ARCHITECTES,04 80 16 01 21,http://www.rd-archi.fr/,"557 Rte d'Annemasse, 74890 Brenthonne, France",5,20,LYON,,
ACS-construction,06 71 45 14 98,https://www.acs-construction.fr/,"2 Chem. de Vongy, 74200 Thonon-les-Bains, France",5,20,LYON,,
AC DESIGNER,06 35 31 38 75,https://www.ac-designer.com/,"15 Rue des Plaines, 63800 Cournon-d'Auvergne, France",5,20,LYON,,
ORENO - Clermont ferrand,04 43 55 11 22,https://o-reno.fr/,"3 Rue Eugène Rénaux, 63800 Cournon-d'Auvergne, France",5,20,LYON,,
Avenir Rénovations Saint-Marcellin,04 20 98 19 84,https://www.avenir-renovations.fr/agence/avenir-renovations-38-saint-marcellin/,"1210 Rte de Grange Vieille, 38840 Saint-Hilaire-du-Rosier, France",5,20,LYON,,
esqui - Architecture & Rénovation,06 82 24 09 66,https://esqui.studio/,"77 Rue d'Alsace, 69100 Villeurbanne, France",5,19,LYON,,
Architecte d'intérieur Grenoble - Anne Exbrayat,06 71 83 41 89,http://www.annexe-archi.fr/,"11 Rue Casimir Brenier, 38000 Grenoble, France",5,19,LYON,,
"Bulle Intérieure | Emilie Cortes, Architecte d’Intérieur | Vercors, Grenoble & Alpes",06 60 69 17 60,https://bulle-interieure.com/,"391 Rte de Charvet, 38250 Saint-Nizier-du-Moucherotte, France",5,19,LYON,,
AT-HOME Géraldine Horvath,06 80 04 66 38,https://www.at-home.fr/,"Black Bear Studio & Coworking, 6 Rue Pierre Dupont, 38000 Grenoble, France",5,19,LYON,,
Architecte Clermont-Ferrand - ACF,06 83 71 33 19,https://www.architecteclermontferrand.com/,"19 Av. de l'Agriculture, 63000 Clermont-Ferrand, France",5,19,LYON,,
Les Compagnons du Patrimoine | Entreprise de Couverture,04 20 98 15 85,https://www.couvreur-lyon-69.fr/,"11 bis Rue du Perron, 69600 Oullins, France",5,19,LYON,,
Scènes De Maison,06 74 21 43 92,https://www.scenesdemaison.fr/,"110 Av. de Marlioz, 73100 Aix-les-Bains, France",5,19,LYON,,
Architecte d'intérieur Lyon Régis Lannoy,06 86 69 78 65,https://www.regislannoy.com/,"43 Quai Saint-Vincent, 69001 Lyon, France",5,18,LYON,,
AM Création – Architecte d’intérieur & décoratrice à Saint-Étienne et vallée du Gier,07 66 02 36 00,https://www.a-martins.fr/,"284 Rue de la Grande Ecluse, 42740 Saint-Paul-en-Jarez, France",5,18,LYON,,
JM Architecture d'intérieur,06 24 50 17 06,https://www.juliemathe.com/,"8 Pl. de la République, 26000 Valence, France",5,18,LYON,,
PROJET SINGULIER - Architecte d'intérieur VALENCE & ROMANS S/ISERE,06 08 95 55 40,https://www.projetsingulier.com/,"140 bis Rue Traversière, 26300 Alixan, France",5,18,LYON,,
Edouard de Vimal architecte,06 10 48 32 51,http://www.edevimalarchitecte.fr/,"60 Rue de la Poste, 69220 Belleville-en-Beaujolais, France",5,18,LYON,,
JOA Design - Architecte d'intérieur & Designer,06 37 13 36 05,http://joadesign.fr/,"5 Pl. de Belmont, 38230 Chavanoz, France",5,18,LYON,,
Agent immobilier & architecte d’intérieur - Anastasia Gramzina,06 06 74 87 84,https://anastasiagramzina.com/,"Sq. la Fontaine, 69410 Champagne-au-Mont-d'Or, France",5,18,LYON,,
Magellan Construction,04 37 40 25 95,https://www.magellanconstruction.fr/,"ACTIPARK DE, 662 Rue des Jonchères, La Richassière Bâtiment K, 69730 Genay, France",5,18,LYON,,
Bureau d'études A. LOUCHET E.I.R.L.,09 82 36 76 72,http://www.louchet.com/,"170 Mnt du Château, 73460 Verrens-Arvey, France",5,18,LYON,,
Julien Dayet Intérieurs | Architecte d'intérieur,09 55 90 08 00,http://www.juliendayet.com/,"25 Rue Jules Verne, 42400 Saint-Chamond, France",5,18,LYON,,
MORPHO Architectes,04 73 67 08 95,http://www.morpho.archi/,"5 Rue des Volcans, 63140 Châtel-Guyon, France",5,18,LYON,,
HARRI - Design Global - Cabinet d'architecture et agencement d'intérieur,06 69 18 23 70,http://www.harri.fr/,"4 Quai Perrache, 69002 Lyon, France",5,17,LYON,,
2CTECH Maitre d'œuvre neuf et rénovation,06 29 10 26 43,http://www.2ctech.fr/,"5 All. du Canal, 42170 Saint-Just-Saint-Rambert, France",5,17,LYON,,
Edison Rénovation – Rénovation intérieure à Tassin-la-Demi-Lune & Lyon,06 29 33 15 32,https://edison-renovation.fr/,"Mnt de Verdun, 69160 Tassin-la-Demi-Lune, France",5,17,LYON,,
At'Home Design,06 64 57 43 31,http://athomedesign.fr/,"Route d'Orbessy, 74150 Saint-Eusèbe, France",5,17,LYON,,
La Maison Des Travaux,06 32 13 21 29,https://montbrison.lamaisondestravaux.com/,"124 Av. du Pont, 42210 Montrond-les-Bains, France",5,17,LYON,,
Nathalie Leclair - Architecture d'intérieur - Décoration,06 82 25 58 41,https://nathalie-leclair.fr/,"ZA la Sagne, 43330 Saint-Ferréol-d'Auroure, France",5,17,LYON,,
Sophie Jacquin architecte,06 72 79 18 22,https://sophiejacquinarchitecte.com/,"15 Rue du Confluent, 42160 Andrézieux-Bouthéon, France",5,17,LYON,,
ATE Audit Energétique,04 75 49 52 06,https://www.ate-auditenergetique.com/?utm_source=gmb,"Le Saint Jospeh, 87 Chem. de Ravaly, 26200 Montélimar, France",5,17,LYON,,
Les Architectes Urbains,04 27 82 53 06,https://www.lesarchitectesurbains.fr/,"9 Rue Sala, 69002 Lyon, France",5,16,LYON,,
MaëlleArchitecture // Intérieurs éco-responsables à Lyon,,https://maelle-architecture.fr/,"3 Quai Claude Bernard, 69007 Lyon, France",5,16,LYON,,
"Lisa BRONSZTEJN, Architecte d'intérieur",06 33 01 57 97,http://www.lisabronsztejn.com/,"17 Rue d'Ivry, 69004 Lyon, France",5,16,LYON,,
ADGA Architecte - Amandine Dalème Gendre,06 63 41 47 28,https://www.adgarchitecte.fr/,"11 Rue Joseph Brissaud, 69780 Mions, France",5,16,LYON,,
Muré Paysage,06 24 73 22 54,https://www.mure-paysage.fr/?utm_source=gmb,"17 Rue Bel-Air, 69290 Saint-Genis-les-Ollières, France",5,16,LYON,,
Ekaï Architecture,04 74 34 80 88,http://www.ekai-architecture.fr/,"32 Av. du Général de Gaulle, 01500 Ambérieu-en-Bugey, France",5,16,LYON,,
"Toba, Architecte d’intérieur & Décorateur Marseille / Aix en provence",06 48 22 00 62,http://www.toba-architecture.com/,"30 Rue de la République, 13001 Marseille, France",5,23,MARSEILLE,,
Berkail - Architecte d'intérieur et rénovation,07 44 91 85 63,https://berkail.co/,"8 All. Léon Gambetta, 13001 Marseille, France",5,39,MARSEILLE,,
Favere Frederic Architecte,06 75 54 60 43,https://www.favere-frederic-architecte.fr/,"32 Av. Draio de la Mar, 13620 Carry-le-Rouet, France",5,28,MARSEILLE,,
Mon Chasseur Immo - Architecte D’intérieur - Marion Lanoe,06 78 14 47 08,https://www.lanoemarion.com/,"416 Chem. de la Trevaresse, 13770 Venelles, France",4.9,30,MARSEILLE,,
ESPERLUETTE STUDIO - Architecte et Architecte d'intérieur à Marseille,06 33 54 39 09,https://esperluette-studio.com/,"42 Rue de Locarno, 13005 Marseille, France",5,12,MARSEILLE,,
Mathilde Roqueplan - Architecture et Rénovation,06 89 94 82 89,,"1 Rue Brochier, 13005 Marseille, France",5,2,MARSEILLE,,
Atelier d'Architecture Fade Boulade,06 88 36 63 93,http://www.atelierfadeboulade.com/,"16 Bd Vauban, 13006 Marseille, France",5,27,MARSEILLE,,
Margaux TALPAERT - Architecte d'intérieur et Décoratrice à Marseille - Rénovation et aménagement intérieur & extérieur,06 65 43 21 04,https://margauxtalpaert.com/,"Pl. Jean Jaurès, 13001 Marseille, France",5,13,MARSEILLE,,
Marion Giovannetti Architecte,06 78 31 23 15,https://mariongiovannetti.com/,"61 Rue du Dr Fiolle, 13006 Marseille, France",5,16,MARSEILLE,,
Stéphanie DEYRIS MOUTTE Architecte DPLG - SDM ARCHITECTE,06 16 63 96 11,,"289 Rue du Luxembourg, 83500 La Seyne-sur-Mer, France",5,10,MARSEILLE,,
LUCZAK Architecte,06 30 85 30 49,https://luczak-architecte.fr/,"23 Rue des Phocéens CitéFab, 13002 Marseille, France",5,33,MARSEILLE,,
AD CONCEPT Architecte d'intérieur à Marseille et Rénovation,04 91 35 58 45,https://www.rb-marseille.fr/,"1 Rte de la Valentine, 13011 Marseille, France",5,34,MARSEILLE,,
ARCHITOPIA - Architectes - Martigues / Marseille / Côte Bleue / France,04 42 44 69 84,http://www.architopia.fr/,"22 Rue Léonard Combes, 13500 Martigues, France",4.9,30,MARSEILLE,,
DISKLOSE ARCHITECTURE – Architecte & Maître d’œuvre Marseille - Morgane Adler,07 80 97 23 50,http://disklose-architecture.com/,"91 Boulevard Notre Dame, 13006 Marseille, France",5,7,MARSEILLE,,
Rémi Jenta ARCHITECTE,06 26 93 04 08,https://www.trouver-mon-architecte.fr/architecte/2243-jenta-remi-architecte-remi-jenta,"Les Beugons Sud, 1b Lot. lou Canier, 13700 Marignane, France",5,11,MARSEILLE,,
ÆDIS-Architecte d'Intérieur Marseille,06 83 56 88 51,https://aedis-concept.com/,"Plus de 10 ans d'activité, 24 Rue de l'Olivier, 13005 Marseille, France",4.8,42,MARSEILLE,,
Julien Bricout Architecte,06 14 65 33 23,https://julienbricout.com/,"8 Rue Commandant Mages, 13001 Marseille, France",5,30,MARSEILLE,,
ANO Studio - Adèle Boghossian Architecte HMONP,,https://www.instagram.com/anostudio_architecture/,"2 Av. du Commandant Helion de Villeneuve, 13480 Cabriès, France",5,4,MARSEILLE,,
RÉEL - Architecte d'intérieur Marseille,06 23 92 13 88,https://reel-mrs.fr/,"2 Rue Vian, 13006 Marseille, France",5,8,MARSEILLE,,
Visions Architecture,06 21 68 59 81,https://visionsarchitecture.com/,"9 Bd Eugène Pelletan, 83000 Toulon, France",5,21,MARSEILLE,,
EStz Architecte,,https://www.estzarchitecte.com/,"87 Cr Lieutaud, 13006 Marseille, France",5,3,MARSEILLE,,
Agence d'architecture intérieure Zèbre Bleu,07 56 91 26 25,https://www.agence-zebrebleu.fr/,"32 Av. Saint-Michel du Pigonnet, 13090 Aix-en-Provence, France",5,1,MARSEILLE,,
Alix Carrese Architecte,06 16 44 08 50,,"14 Rue Paradis, 13001 Marseille, France",5,7,MARSEILLE,,
Laure CORDIER ARCHITECTE,06 10 39 65 03,,"20 Place pisavis, 13330 Pélissanne, France",5,21,MARSEILLE,,
Agence MRC | Architecte d'intérieur - Paysagiste | Marseille & Aix,04 84 45 36 17,https://www.mrc-conception.com/,"33 Bd de la Liberté, 13001 Marseille, France",4.8,44,MARSEILLE,,
Mareigner Déco - Architecte d'intérieur à Septèmes-les-Vallons,06 69 11 95 20,http://mareignerdeco.fr/,"3 Avenue du Dr Edouard Sauze, 13240 Septèmes-les-Vallons, France",5,92,MARSEILLE,,
Justine Bertin Architecte d'intérieur,06 19 67 55 94,https://www.justinebertin.fr/,"49 Rue de Village, 13006 Marseille, France",5,11,MARSEILLE,,
Aperçus Atelier d'Architecture,06 70 81 99 48,https://atelierapercus.fr/,"2 Imp. du Clos des Oliviers, 13600 La Ciotat, France",5,2,MARSEILLE,,
Siloe architecture,06 59 96 75 68,https://www.instagram.com/siloe.architecture/,"97 Rue Jean de Bernardy, 13001 Marseille, France",5,19,MARSEILLE,,
MAJA Architecte d'Intérieur AIX EN PROVENCE,06 21 03 94 53,http://www.maja-architecture.fr/,"Rue Principale, 13540 Aix-en-Provence, France",5,19,MARSEILLE,,
Atelier AG - Architecte d'Intérieur Marseille 7e,06 21 55 96 30,https://atelierag.fr/architecte-dinterieur-a-marseille/,"Atelier AG chez Now Coworking, 19 Quai de Rive Neuve, 13007 Marseille, France",5,7,MARSEILLE,,
Beeckmans Frédéric Architecte DPLG,06 74 04 40 34,,"22 Rue du Plateau, 13620 Carry-le-Rouet, France",5,16,MARSEILLE,,
Atelier JY | Architecte d’intérieur Marseille,06 67 92 50 41,https://calendly.com/agenda-atelierjy/appel-decouverte,"18A Rue Jules Moulet, 13006 Marseille, France",5,2,MARSEILLE,,
Madah - Architecte,06 42 57 33 48,http://www.madah.fr/,"35 Rue Edouard Delanglade, 13006 Marseille, France",5,22,MARSEILLE,,
Lisa Perez Architecte d'Intérieur - Atelier de Croze Magnan,06 29 55 73 53,https://atelier-decrozemagnan.com/atelier-marseille/,"5 Rue de la Gorge, 13007 Marseille, France",5,11,MARSEILLE,,
Atelier AG - Architecte d'Intérieur à Marseille,06 21 55 96 30,https://www.atelierag.fr/,"125 Bd de Saint-Marcel, 13011 Marseille, France",4.9,56,MARSEILLE,,
Architecture Originelle - Salon de Provence,06 64 26 50 89,http://www.architecture-originelle.fr/,"139 Bis Chem. des Magatis, 13300 Salon-de-Provence, France",5,12,MARSEILLE,,
"Armonie Conception - Architecte d'intérieur à Salon et Aix en provence dans les Bouches-du-Rhône, 13",04 42 88 55 16,https://armonie-conception.fr/,"243 Pl. du Général de Gaulle, 13300 Salon-de-Provence, France",5,6,MARSEILLE,,
NICE ROOM - Rénovation Marseille,07 73 79 41 24,,"180 Av. du Prado, 13008 Marseille, France",4.4,9,MARSEILLE,,
Nicolas Corre Architecte d'intérieur Toulon,06 89 56 07 69,,"39 Rue Augustin Thierry, 83000 Toulon, France",5,7,MARSEILLE,,
Pascale Birotteau Architecte,09 50 27 26 08,,"1 Imp. de la Pinède, 13170 Les Pennes-Mirabeau, France",4.8,8,MARSEILLE,,
Pauline Alary Architecture,06 26 18 46 10,https://www.paulinealaryarchitecture.fr/,"Chem. de Jauvade, 13114 Puyloubier, France",5,35,MARSEILLE,,
Maison Tchenio - Architectes d'intérieur Aix-en-Provence,06 16 79 38 33,http://www.maisontchenio.com/,"17 Av. Sainte-Victoire, 13100 Aix-en-Provence, France",5,18,MARSEILLE,,
PROJET SINGULIER - Architecte d'intérieur à Marseille,06 08 95 55 40,https://www.projetsingulier.com/,"6 Av. de la Grognarde, 13011 Marseille, France",5,5,MARSEILLE,,
Meryll COHEN,06 11 79 47 89,http://www.meryllcohen.com/,"44 avenue de Saint Barnabé, Parc de Provence, Parc Provence, 46 Av. de Saint-Barnabé, 13012 Marseille, France",5,7,MARSEILLE,,
Ferré Alexandra,06 24 83 57 64,https://www.alexandraferre.fr/,"95 Rue Victor Baltard, 13290 Aix-en-Provence, France",5,21,MARSEILLE,,
Studio Miha - Make It Happen Architecture,06 50 89 47 57,https://www.studio-miha.com/,"9 Rue Clovis Hugues, 13003 Marseille, France",5,4,MARSEILLE,,
Atelier RM - Architecte PACA : Cassis -Côte d'Azur & Worldwide,07 82 64 66 33,http://www.atelier-r-m.com/,"21 Av. de la Viguerie, 13260 Cassis, France",5,23,MARSEILLE,,
Tarlet Architectes,06 84 82 84 37,http://www.tarletarchitectes.fr/,"13 Rue Laurent Fauchier, 13100 Aix-en-Provence, France",4.5,6,MARSEILLE,,
JULIEN COMBES ARCHITECTE TOULON - ARCHITECTURE & DESIGN,,http://jca.archi/,"3bis Rue Zénon Pons, 83000 Toulon, France",5,6,MARSEILLE,,
[ Projets -m ] Conseils Conception Maîtrise d'oeuvre pour l'Architecture,,http://projets-m.com/,"8 Rue Raymond Filippi, 13090 Aix-en-Provence, France",4.6,26,MARSEILLE,,
Léa Perez Architecte,07 66 82 51 15,https://www.lp-architecte.com/,"320F Chem. des Fumades, 13760 Saint-Cannat, France",5,4,MARSEILLE,,
Pommier de Santi Architecte,09 83 48 29 19,https://m.facebook.com/pds.architecte/?locale2=fr_FR,"11 Pl. Pierre Puget, 83000 Toulon, France",5,3,MARSEILLE,,
Claire Foissy Architecte,06 25 94 22 46,http://clairefoissy.com/,"23 Rue des Phocéens, 13002 Marseille, France",5,8,MARSEILLE,,
ATELIER ARTEMIS - Architecture l Design,06 22 09 93 66,https://www.atelierartemis.fr/,"23 Cr Pierre Puget, 13006 Marseille, France",5,21,MARSEILLE,,
Architecte - Mélina BRASCHI,06 18 07 09 73,https://melina-braschi-architecte.com/,"1 Pl. du Carex, 83500 La Seyne-sur-Mer, France",5,9,MARSEILLE,,
Caroline DUJARDIN Architecture d’intérieur,06 07 28 25 59,https://www.carolinedujardinarchitecture.fr/,"8 Rue Pierre Eydin, 13260 Cassis, France",5,21,MARSEILLE,,
BRUINE architecture,,https://www.architecture.bruine.co/,"38 Rue Marx Dormoy, 13004 Marseille, France",5,5,MARSEILLE,,
OLITIM maître d'œuvre,06 51 94 95 21,https://www.olitim.fr/,"107 Av. des Logissons, 13770 Venelles, France",5,26,MARSEILLE,,
ECR83- Maître d'œuvre / Construction de maison / Rénovation immobilière / Extension de maison / Maîtrise d’œuvre - VAR,06 82 36 10 03,https://ecr83.fr/,"Lotissement LES CLAIETTES, 292 Imp. des Citronniers, 83260 La Crau, France",4.9,15,MARSEILLE,,
"Sefic Expert maitre d'œuvre en Rénovation et construction de villa ,suivis de chantier sur Aix en Provence et expertise",01 88 24 83 73,https://www.sassefic.fr/,"1581 Av. Paul Jullien, 13100 Le Tholonet, France",4,10,MARSEILLE,,
Philippe Serre Architecture et Maçonnerie,04 26 85 38 95,http://www.serrephilippe.fr/,"16 Rue Gutenberg, 13300 Salon-de-Provence, France",4.6,30,MARSEILLE,,
CAMO | Maître d'œuvre | Contractant général | Expertise technique en bâtiment,06 22 18 43 49,http://www.camo-var.fr/,"18 All. des Grignons, 83400 Hyères, France",5,11,MARSEILLE,,
LBAT Rénovation (maçonnerie générale) Istres,06 52 58 02 25,https://www.lbat-renovation.fr/,"22 All. des Ramiers, 13800 Istres, France",4.9,19,MARSEILLE,,
"PBI : Maitre d'œuvre, suivi de chantier, Permis de construire, Déclaration préalable",04 94 29 02 19,https://www.pbingenierie.fr/,"554 Av. du Souvenir Français, 83330 Le Beausset, France",5,1,MARSEILLE,,
illiCO travaux,04 42 39 73 43,https://www.illico-travaux.com/agence/illico-travaux-aix-en-provence/?utm_campaign=gmb-gmb150107220&utm_medium=site-internet-illico-travaux0&utm_source=gmb0,"4 Cr Marcel Bremond, 13290 Aix-en-Provence, France",4.9,104,MARSEILLE,,
GAMOE,06 71 73 89 85,https://www.gamoe.fr/,"1175 Rte d'Avignon, 13090 Aix-en-Provence, France",5,8,MARSEILLE,,
SB HOME (Maitrise d’oeuvre/Rénovation/Construction),04 42 12 36 05,http://www.sb-home.fr/,"315 montée, Chem. d'Eguilles, 13510 Éguilles, France",4.5,22,MARSEILLE,,
MJ RÉNOVATION,07 60 55 32 44,https://www.mj-renovation83.com/,"20a Rue Cézanne, 83000 Toulon, France",5,22,MARSEILLE,,
Avenir Rénovations 83 Toulon,04 81 68 28 94,https://www.avenir-renovations.fr/agence/avenir-renovations-83-toulon/,"180 Trav. Richard, 83200 Toulon, France",4,24,MARSEILLE,,
Maîtrisénergies - Bureau d'études - Maître d'œuvre - MonAccompagnateurRénov',04 90 92 39 84,http://www.maitrisenergies.com/,"7 Chem. de l'Oratoire, 13160 Châteaurenard, France",4.9,31,MARSEILLE,,
INDEX CONSTRUCTION Maître d'oeuvre en maison individuelle,06 50 85 88 12,,"5 bis Chem. de la Baume, 13740 Le Rove, France",4.8,22,MARSEILLE,,
